Make_ID,Make_Name,Model_ID,Model_Name,MSRP,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Displacement,Cylinder,Vehicle Class,EPA Air Pollution Score
448,Toyota,14551,Corona,,,,,,,,,,,,,,,,,,
448,Toyota,15800,COROLLA iM,,,,,,,,,,,,,,,,,,
448,Toyota,17620,CAMRY HYBRID,,,,,,,,,,,,,,,,,,
448,Toyota,21950,Prius Prime,,,,,,,,,,,,,,,,,,
448,Toyota,24949,Yaris iA,,,,,,,,,,,,,,,,,,
448,Toyota,26493,Avalon/Avalon Hybrid,,,,,,,,,,,,,,,,,,
482,Volkswagen,3133,Golf,26171.3,nan,19842.0,19747.5,17023.571428571400,13495.333333333300,13799.5,12850.0,12362.857142857100,9400.0,nan,nan,nan,nan,,,,
482,Volkswagen,3134,Passat,29520.833333333300,nan,17929.666666666700,17245.5,14419.0,13550.0,12887.2,13232.4,11460.25,nan,nan,6125.0,nan,nan,,,,
482,Volkswagen,3137,Jetta,25528.033333333300,nan,16275.333333333300,13694.0,14598.166666666700,11437.857142857100,nan,13172.6,nan,8845.0,nan,nan,nan,nan,2,4,small car,7
482,Volkswagen,8118,e-Golf,36628.333333333300,nan,28850,nan,nan,13586,15550,nan,nan,nan,nan,nan,nan,nan,N/A,N/A,small car,10
482,Volkswagen,8119,Beetle,26598.25925925930,nan,18797.0,16071.75,15703.285714285700,17250.0,17450.0,11720.75,12122.125,7463.333333333330,nan,nan,nan,nan,,,,
482,Volkswagen,25871,Arteon,43227.8,nan,32977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
482,Volkswagen,3135,Phaeton,,,,,,,,,,,,,,,,,,
482,Volkswagen,3136,Touareg,,,,,,,,,,,,,,,,,,
482,Volkswagen,3140,GTI,,,,,,,,,,,,,,,,,,
482,Volkswagen,3141,R32,,,,,,,,,,,,,,,,,,
482,Volkswagen,3142,Jetta Wagon,,,,,,,,,,,,,,,,,,
482,Volkswagen,4084,Rabbit,,,,,,,,,,,,,,,,,,
482,Volkswagen,4085,New GTI,,,,,,,,,,,,,,,,,,
482,Volkswagen,4167,Eos,,,,,,,,,,,,,,,,,,
482,Volkswagen,5059,Golf SportWagen,,,,,,,,,,,,,,,,,,
482,Volkswagen,8051,Golf III,,,,,,,,,,,,,,,,,,
482,Volkswagen,8052,Jetta III,,,,,,,,,,,,,,,,,,
482,Volkswagen,8053,Corrado,,,,,,,,,,,,,,,,,,
482,Volkswagen,8055,Euro Van,,,,,,,,,,,,,,,,,,
482,Volkswagen,8121,CC,,,,,,,,,,,,,,,,,,
482,Volkswagen,8364,Jetta SportWagen,,,,,,,,,,,,,,,,,,
482,Volkswagen,8460,Cabrio,,,,,,,,,,,,,,,,,,
482,Volkswagen,8475,new Passat,,,,,,,,,,,,,,,,,,
482,Volkswagen,8486,New Cabrio,,,,,,,,,,,,,,,,,,
482,Volkswagen,8487,New Golf,,,,,,,,,,,,,,,,,,
482,Volkswagen,8488,New Jetta,,,,,,,,,,,,,,,,,,
482,Volkswagen,13670,Golf GTI,,,,,,,,,,,,,,,,,,
482,Volkswagen,13844,Golf R,,,,,,,,,,,,,,,,,,
482,Volkswagen,14216,CABRIOLET,,,,,,,,,,,,,,,,,,
482,Volkswagen,14217,FOX,,,,,,,,,,,,,,,,,,
482,Volkswagen,14261,Quantum,,,,,,,,,,,,,,,,,,
482,Volkswagen,14262,scirocco,,,,,,,,,,,,,,,,,,
482,Volkswagen,14266,Vanagon,,,,,,,,,,,,,,,,,,
482,Volkswagen,14568,Dasher,,,,,,,,,,,,,,,,,,
482,Volkswagen,14569,KOMBI,,,,,,,,,,,,,,,,,,
482,Volkswagen,24230,Golf Alltrack,,,,,,,,,,,,,,,,,,
482,Volkswagen,26088,GLI,,,,,,,,,,,,,,,,,,
485,Volvo,1959,S60,45201.833333333300,nan,nan,25000.0,22428.933333333300,20148.75,12956.5,16900.0,12466.6,7622.5,nan,nan,nan,nan,2,4,small car,5
485,Volvo,1961,V60,51781.666666666700,nan,46900.0,25500.0,26034.75,21747.5,17000.0,nan,nan,nan,nan,nan,nan,nan,2,4,station wagon,5
485,Volvo,1962,XC60,52898.333333333300,nan,35597.0,36998.0,27109.090909090900,23995.0,21332.0,19898.0,11295.0,nan,nan,nan,nan,nan,2,4,small SUV,5
485,Volvo,3132,XC90,65352.666666666700,nan,48622.42857142860,40454.0,36163.27272727270,33452.2,nan,16295.0,16700.0,nan,7499.0,nan,nan,7210.333333333330,2,4,standard SUV,5
485,Volvo,13798,S90,62558.4375,nan,nan,31140.0,29759.466666666700,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,midsize car,7
485,Volvo,13799,V90,65578.0,nan,52595.0,43349.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,station wagon,5
485,Volvo,23714,XC40,44076.53333333330,nan,39637.666666666700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,small SUV,5
485,Volvo,1960,S80,,,,,,,,,,,,,,,,,,
485,Volvo,1963,XC70,,,,,,,,,,,,,,,,,,
485,Volvo,3127,S40,,,,,,,,,,,,,,,,,,
485,Volvo,3128,V50,,,,,,,,,,,,,,,,,,
485,Volvo,3129,C70,,,,,,,,,,,,,,,,,,
485,Volvo,3130,V70,,,,,,,,,,,,,,,,,,
485,Volvo,3144,C30,,,,,,,,,,,,,,,,,,
485,Volvo,9341,940 Series,,,,,,,,,,,,,,,,,,
485,Volvo,9342,960 Series,,,,,,,,,,,,,,,,,,
485,Volvo,9343,850 Series,,,,,,,,,,,,,,,,,,
485,Volvo,10206,V60CC,,,,,,,,,,,,,,,,,,
485,Volvo,10208,S60 Cross Country,,,,,,,,,,,,,,,,,,
485,Volvo,13800,V90CC,,,,,,,,,,,,,,,,,,
485,Volvo,14118,240 Series,,,,,,,,,,,,,,,,,,
485,Volvo,14119,740 Series,,,,,,,,,,,,,,,,,,
485,Volvo,14120,780 Series,,,,,,,,,,,,,,,,,,
485,Volvo,14121,760 Series,,,,,,,,,,,,,,,,,,
485,Volvo,14124,V40,,,,,,,,,,,,,,,,,,
485,Volvo,14125,S70,,,,,,,,,,,,,,,,,,
485,Volvo,14659,260 Series,,,,,,,,,,,,,,,,,,
